Character,Reading,Examples
𢪷,múc,"𢪷渃 múc nước
𢪷𥺊 múc cháo"
睦,MỤC,"和睦 hoà mục
[翻]"
𥯍,mui,"𥯍船 mui thuyền
𩂏𥯍𬨠 che mui lên"
𢙽,mủi,𢙽𢚸 mủi lòng
脢,múi,"脢𣞻 múi bưởi
脢柑 múi cam"
椚,mun,"楛椚 gỗ mun
[翻]"
𫃐,mủn,"𫃐𫥨 mủn ra
繜𫃐 tủn mủn"
𡍜,mùn,"𡍜鋸 mùn cưa
𡍜𪷦 mùn vẩn
𡍜𧅫 mùn rác"
𤺯,mụn,𤺯𤷿 mụn nhọt
𥶃,mủng,𥴗𥶃 thúng mủng
幪,mùng,"幪幔 mùng màn
[翻]"
𤶼,mưng,"𤶼湈 mưng mủ
𤷿𤶼 nhọt mưng"
𬄪,muôi,𠬠𬄪羹 một muôi canh
𤇿,muồi,"𤇪𤇿 chín muồi
𥄬𤇿 ngủ muồi"
妹,MUỘI,"師妹 sư muội
賢妹 hiền muội"
梚,muỗm,𣘃梚 cây muỗm
𮔔,muỗm,𡥵𮔔 con muỗm
獴,muông,"𪀄獴 chim muông
獴獸 muông thú"
𦬺,muống,蔞𦬺 rau muống
𨮵,muỗng,丐𨮵 cái muỗng
𨮵,muỗm,
汒,mương,"汒渃 mương nước
汒汫 mương rãnh
汒𣙷 mương máng"
𠉋,mường,𠊛𠉋 người Mường
𦲾,mướp,橺𦲾 giàn mướp
𠇱,muốt,𤽸𠇱 trắng muốt
滵,mướt,"滵𠖾 mướt mát
滵𧺕 mướt rượt
滵蒲洃 mướt mồ hôi"
䏎,múp,"䏎㕨 múp míp
[翻]"
䏎,mum,"䏎䏎 mum múp
⇔䏎múp"
𡃙,mút,"𡃙𥼱 mút kẹo
𡃙𬁒 mút mùa
[翻]"
莈,mụt,"莈𤷿 mụt nhọt
莈𧋆 mụt ruồi
莈笀 mụt măng"
𦰡,na,果𦰡 quả na
𥭵,nả,𧵑𥭵 của nả
嗱,nả,"包嗱 bao nả
擃嗱 nong nả
沛空嗱？ phải không nả?"
哪,ná,赧哪 nấn ná
𫸶,ná,"丐𫸶 cái ná
𢏑𫸶 bắn ná"
㑚,nà,𧀒㑚 nõn nà
拿,NÃ,"追拿 truy nã
公安拿仉奸 công an nã kẻ gian"
拿,nã,拿炮𠓨屯敵 nã pháo vào đồn địch
𫱗,nạ,𫱗𣳔 nạ dòng
䑈,nạc,𰈒䑈 nục nạc
匿,NẶC,匿名 nặc danh
匿,nắc,匿𦕗 nắc nẻ
喏,nặc,"濃喏 nồng nặc
[翻]"
㘃,nấc,㘃𡭕 nấc cụt
𮥛,nấc,"𮥛簜 nấc thang
㨢𬨠𠬠𮥛 nâng lên một nấc"
腋,nách,氍𠓨腋 cù vào nách
抳,nai,"抳𦄇 nai nịt
[翻]"
埿,nai,埿𨢇 nai rượu
㭁,nải,"𢬣㭁 tay nải
㭁荎 nải chuối
𬓐㭁 trễ nải"
𤜠,nái,𤞼𤜠 lợn nái
𧈣,nái,螻𧈣 sâu nái
𥾋,nái,"𫄎𥾋 lụa nái
裙𥾋 quần nái"
𭝎,nại,拯𭝎艱勞 chẳng nại gian lao
腩,nạm,𬖾腩 phở nạm
錜,nạm,錜鐄 nạm vàng
𥸁,nan,𥸁𥯌 nan tre
儺,nán,"儺徠 nán lại
𱖗儺添 ngồi nán thêm"
攤,nặn,攤像 nặn tượng
赧,nấn,赧哪 nấn ná
嫨,nần,"𧴱嫨 nợ nần
[翻]"
𣡤,nạng,"𢶢𣡤 chống nạng
𣡤𢬣𣡤蹎 nạng tay nạng chân"
㑷,nằng,㑷喏 nằng nặc
㶞,nẵng,沱㶞 Đà Nẵng
饢,nấng,𩝺饢 nuôi nấng
𧰗,nành,豆𧰗 đậu nành
鐃,nạo,"鐃鈸 nạo bạt
𣘃鐃擒窒𢡠𢬣 cây nạo cầm rất chắc tay
鐃𣛭𣛭 nạo đu đủ"
汭,nập,"漝汭 tấp nập
[翻]"
汭,nầm,"汭汭 nầm nập
⇔汭nập"
𢟹,nẩu,
𢟹,nẫu,
𤊲,nẫu,"𤇪𤊲 chín nẫu
𤊲𠽋 nẫu nực
𤊲㑚 nẫu nà"
耨,nậu,"頭耨 đầu nậu
襖耨 áo nậu"
𦕗,nẻ,㘿𦕗 nứt nẻ
迡,né,𦵗迡 ké né
柅,nê,𣘃柅 cây nê
𪿗,nề,"𠏲𪿗 thợ nề
𪿗墻 nề tường
𥘀𪿗 nặng nề"
泥,NỆ,拘泥 câu nệ
泥,nệ,憩泥 khệ nệ
逽,nếch,
𣑻,nêm,"㨂𣑻 đóng nêm
𣑻𢱝 nêm chốt
𬘋如𣑻 chặt như nêm"
𨡯,nêm,"𨡯羹 nêm canh
𩻐𨡯 mắm nêm"
𫫞,nếm,"𫫞𱱇 nếm trải
㑲荄𫫞𦟽 nằm gai nếm mật"
𧛋,nệm,"㑲𧛋 nằm nệm
𧛋唏 nệm hơi"
𦮴,nén,"榘𦮴 củ nén
𦮴鐄 nén vàng
𦮴香 nén hương
[翻]"
搌,nén,拵搌 dồn nén
𨫀,nén,"𠬠𨫀 một nén
單位𢵋đơnvịđo"
𪰟,nến,"𣘃𪰟 cây nến
畑𪰟 đèn nến
紙𪰟 giấy nến"
𢬧,nện,"𢬧𡐙 nện đất
𢬧𡲫 nện vải
𢬧劕 nện chặt
𢬧朱𠬠丐 nện cho một cái"
儜,nênh,
釖,neo,"㖼釖 mỏ neo
釖逗 neo đậu
抯釖 thả neo"
𡑩,nẻo,"𨷯𡑩 cửa nẻo
𡑩塘 nẻo đường
𡑩賒 nẻo xa
每𠊛𠬠𡑩 mỗi người một nẻo"
𱒡,nèo,撟𱒡 kèo nèo
㨥,nép,"𢬱㨥 khép nép
㨥𬺗 nép xuống"
㨥,nem,"㨥㨥 nem nép
⇔㨥nép"
𬗂,nếp,"咹𬗂 ăn nếp
𥽌𬗂 gạo nếp
𬗂丐 nếp cái
𨢇𬗂 rượu nếp
𬗂粃 nếp tẻ
穭𬗂 lúa nếp"
𠹑,nẹt,𠴓𠹑 đe nẹt
𢟗,nết,"𢟗那 nết na
仄𢟗 trắc nết
性𢟗 tính nết"
𪡇,nỉ,"𪡇嫩 nỉ non
奈𪡇 nài nỉ
𡅧𪡇 năn nỉ"
𪡇,nì,"𡅧𪡇 nằn nì
⇔𪡇nỉ"
鈮,nĩa,用鈮劅𪿙 dùng nĩa xúc vôi
𡀡,ních,"𠴐𡀡 núc ních
𬘋𡀡 chặt ních
[翻]"
𡀡,ninh,"𡀡𡀡 ninh ních
⇔𡀡ních"
𠺁,nịch,𠺁𠺁 nình nịch
𠺁,nình,"𠺁𠺁 nình nịch
⇔𠺁nịch"
薴,niễng,榘薴 củ niễng
䗿,niễng,䗿䗿 niềng niễng
䗿,niềng,"䗿䗿 niềng niễng
⇔䗿niễng"
𦉗,niêu,"鈉𦉗 nồi niêu
𩚵𦉗 cơm niêu"
尿,NIỆU,尿道 niệu đạo
𦡲,nính,𨆞𦡲 núng nính
𥷨,níp,"𣗿𥷨 tủ níp
[翻]"
𦄇,nịt,"絏𦄇 dây nịt
抳𦄇 nai nịt
[翻]"
𫼩,níu,"𫼩捁 níu kéo
[翻]"
溺,nịu,㕴溺 nũng nịu
弩,nỏ,"𢹿弩 lẫy nỏ
弩別 nỏ biết
弩得 nỏ được"
𬊨,nỏ,"𤇨𬊨 phơi nỏ
𬊨𠵘 nỏ mồm"
伮,nó,"衆伮 chúng nó
[異]奴"
奴,NÔ,"奴隸 nô lệ
家奴 gia nô
奴婢 nô tì"
𦀨,nơ,"丐𦀨 cái nơ
𦀨𧊉 nơ bướm
[翻]"
㣽,nỡ,"㣽𱜢 nỡ nào
[異]女𡝖𦬑"
卵,NOÃN,"卵黃 noãn hoàng
卵巢 noãn sào"
𧂭,nóc,"𧂭茹 nóc nhà
𣔻自𧂭𣔻𬺗 dột từ nóc dột xuống"
𩽖,nóc,𩵜𩽖 cá nóc
𣕬,nọc,"㨂𣕬 đóng nọc
[翻]"
蝳,nọc,"蝳毒 nọc độc
蝳𧋻 nọc rắn
蝳蝳 nòng nọc"
蝳,nòng,"蝳蝳 nòng nọc
⇔蝳nọc"
𡄍,nốc,"𡄍𨡕 nốc bia
𡄍𨢇 nốc rượu
隻𡄍 chiếc nốc"
𨁡,noi,"𨁡蹺 noi theo
𨁡𦎛 noi gương"
𣊌,nôi,𣌝𣊌 nắng nôi
𥱮,nôi,"丐𥱮 cái nôi
催𥱮 thôi nôi"
摕,nới,摕挵 nới lỏng
摕,nơi,"摕摕 nơi nới
⇔摕nới"
唸,nỏm,匿唸 nắc nỏm
喃,nôm,"𡨸喃 chữ Nôm
喃那 nôm na
[翻]"
𩄑,nồm,"𩙍𩄑 gió nồm
𡗶𩄑 trời nồm"
䭃,nộm,"䭃𧍇 nộm sứa
䭃花荎 nộm hoa chuối"
䈒,nơm,䈒扒𩵜 nơm bắt cá
𧀒,nõn,"𧀒荎 nõn chuối
𧀒㑚 nõn nà"
𧀒,nõ,"𧀒娘 nõ nường
⇔𧀒nõn"
擃,nong,"擃𩌂 nong giày
擃飭 nong sức
擃嗱 nong nả
椌固擃鏡 khung có nong kính"
𥵛,nong,"𥵛蠶 nong tằm
丐𥵛 cái nong"
𪇌,nông,𪁭𪇌 bồ nông
襛,nỗng,襛襛 nồng nỗng
襛,nồng,"襛襛 nồng nỗng
⇔襛nỗng"
𢟕,nớp,𢟕𢟕 nơm nớp
𢟕,nơm,"𢟕𢟕 nơm nớp
⇔𢟕nớp"
𠯆,nự,拒𠯆 cự nự
𦶦,nưa,"勃𦶦 bột nưa
嗏𦶦 Chà Nưa"
𥫭,nứa,𣘃𥫭 cây nứa
𠴐,núc,"𠴐𡀡 núc ních
[翻]"
𰈒,nục,𰈒䑈 nục nạc
𤎐,nực,𤎐內 nực nội
埝,núm,"埝𡑵 núm vung
埝斤 núm cân
𨆃埝 khúm núm
[翻]"
埝,num,"埝埝 num núm
⇔埝núm[翻]"
蕽,nùn,"蕽稴 nùn rơm
[翻]"
儂,nùng,"𠊛儂 người Nùng
[翻]"
憹,nùng,惱憹 não nùng
㕴,nũng,"𫜵㕴 làm nũng
㕴溺 nũng nịu
𡥵㕴媄 con nũng mẹ"
㕴,nhủng,㕴𦅯 nhủng nhẳng
湳,nườm,湳𣻀 nườm nượp
䁸,nuông,䁸朝 nuông chiều
𢭗,nương,𢭗𨉟𠓨𧦕 nương mình vào ghế
娘,NƯƠNG,"姑娘 cô nương
娘娘 nương nương"
娘,nàng,"娘仙 nàng tiên
娘妯 nàng dâu"
娘,nường,𧀒娘 nõn nường
𣻀,nượp,湳𣻀 nườm nượp
𱟄,nuột,"𱟄㑚 nuột nà
惱𱟄 não nuột"
𥧩,núp,"𥧩𨉟 núp mình
𥧩𣈖 núp bóng
[翻]"
莪,nga,𦹯莪 cỏ nga
鱳,ngác,𩵜鱳 cá ngác
㗁,ngạc,㗁𦙥 ngạc họng
腭,NGẠC,腭化 ngạc hoá
鱷,NGẠC,鯨鱷 kình ngạc
𥔲,ngắc,"𥔲迯 ngắc ngoải
𥔲語 ngắc ngứ
㑋𥔲 ngúc ngắc"
𠊎,ngái,𠊛𠊎 người Ngái
𠵨,ngáy,"𠵨𠵨 ngay ngáy
𠵨哺哺 ngáy pho pho"
𠵨,ngay,"𠵨𠵨 ngay ngáy
⇔𠵨ngáy"
𰟅,ngấy,"𰟅焠 ngấy sốt
𰟅𰟅 ngây ngấy"
𰟅,gây,
𰟅,gấy,
𰟅,ngây,
蔇,ngấy,"𣘃蔇 cây ngấy
𠹗蔇 chát ngấy
蔇香 ngấy hương"
𠵌,ngầy,𠵌玡 ngầy ngà
𠵌,nghí,𠵌𨀑 nghí ngoáy
𦡡,ngậy,脿𦡡 béo ngậy
儑,ngám,儑儑 ngam ngám
儑,ngam,"儑儑 ngam ngám
⇔儑ngám"
黔,ngăm,黔黔黰 ngăm ngăm đen
吟,ngâm,"吟哦 ngâm nga
吟詩 ngâm thơ
吟詠 ngâm vịnh
[翻]"
汵,ngâm,"茄汵𩻐 cà ngâm mắm
汵𩵽 ngâm tôm"
𪃛,ngan,𪃛𪄌 ngan ngỗng
岸,NGẠN,"右岸 hữu ngạn
左岸 tả ngạn"
諺,NGẠN,諺語 ngạn ngữ
𠵫,ngàng,𢣸𠵫 ngỡ ngàng
硬,NGẠNH,剛硬 cương ngạnh
樈,ngạnh,"怏樈 ương ngạnh
箭固樈 tên có ngạnh
樈𩵜𩵾 ngạnh cá trê"
𩺿,ngạnh,𩵜𩺿 cá ngạnh
遨,NGAO,遨遊 ngao du
獒,NGAO,㹥獒 chó ngao
螯,ngao,𡥵螯 con ngao
獓,ngáo,"𡥵獓 con ngáo
獓𧋾 ngáo ộp
忤獓 ngổ ngáo
獓𥒥 ngáo đá"
𬳜,ngát,"八𬳜 bát ngát
𦹳𬳜 thơm ngát
𬳜香 ngát hương
𩂁𬳜 ngút ngát"
𠖯,ngắt,"𦻳𠖯 tím ngắt
冷𠖯 lạnh ngắt"
𢪰,ngắt,"𢪰𠳒 ngắt lời
𢪰葻花 ngắt bông hoa"
𢪰,lắt,"𢪰花 lắt hoa
⇔𢪰ngắt"
𣿃,ngấu,"𩻐𣿃 mắm ngấu
𣿃哯 ngấu nghiến"
湡,ngầu,"濁湡 đục ngầu
矓窒湡 trông rất ngầu
[翻]"
湡,ngụa,汲湡 ngập ngụa
𠿄,ngậu,𠿄𬽾 ngậu xị
犠,nghé,"𡥵犠 con nghé
()"
𠊙,nghè,"翁𠊙 ông nghè
𠊙𥾘 nghè sợi
[翻]"
𤈝,nghẹ,𤮗𤈝 lọ nghẹ
倪,NGHÊ,"𣱆倪 họ Nghê
悞倪 ngô nghê"
猊,NGHÊ,"狻猊 toan nghê
𡥵猊 con nghê"
鯢,NGHÊ,鯨鯢 kình nghê
乂,NGHỆ,乂安 Nghệ An
𪭄,nghệch,"𩈘𪭄 mặt nghệch
㘈𪭄 ngờ nghệch
𪭄愕 nghệch ngạc"
噖,nghêm,
垷,nghẽn,塞垷 tắc nghẽn
撓,nghẽo,扢撓 ngặt nghẽo
撓,nghẹo,扢撓 ngặt nghẹo
嘵,nghêu,嘵嗷 nghêu ngao
嘵,nhéo,"叫嘵嘵 kêu nheo nhéo
[翻]"
嘵,nheo,"嘵嘵 nheo nhéo
⇔嘵nhéo[翻]"
嶢,nghểu,𡴯嶢 ngất nghểu
𥪯,nghễu,𥪯喭 nghễu nghện
宜,NGHI,"便宜 tiện nghi
適宜 thích nghi"
儼,NGHIỄM,儼然 nghiễm nhiên
儼,ngẩm,"心儼 tâm ngẩm
𩜽儼 ngán ngẩm"
哯,nghiến,"哯𪘵 nghiến răng
𣿃哯 ngấu nghiến
𠸂哯 nuốt nghiến"
㘙,nghỉm,"沈㘙 chìm nghỉm
𤎕㘙 tắt nghỉm"
㘙,ngoém,㘙㘙 ngoem ngoém
㘙,ngoem,"㘙㘙 ngoem ngoém
⇔㘙ngoém"
頸,nghĩnh,唔頸 ngộ nghĩnh
𠑦,nghịt,"𠑦𪖫 nghịt mũi
黰𠑦 đen nghịt
佟𠑦 đông nghịt
𠑦𠑦 nghìn nghịt"
𠑦,nghìn,"𠑦𠑦 nghìn nghịt
⇔𠑦nghịt"
憢,nghỉu,鐎憢 tiu nghỉu
憢,nghịu,𢗾憢 ngượng nghịu
𢫸,ngo,𢫸㧪 ngo ngoe
藕,ngó,"藕蓮 ngó sen
藕𧃷 ngó khoai"
茣,ngò,蔞茣 rau ngò
蜈,NGÔ,蜈蚣 ngô công
𦬶,ngổ,蔞𦬶 rau ngổ
忤,NGỖ,"忤逆 ngỗ nghịch
忤逆 ngỗ ngược"
忤,ngổ,忤獓 ngổ ngáo
悟,NGỘ,"覺悟 giác ngộ
醒悟 tỉnh ngộ"
𢣸,ngỡ,"𠳝𢣸 bỡ ngỡ
𢣸𠵫 ngỡ ngàng"
訛,ngoa,"吶訛 nói ngoa
刁訛 điêu ngoa"
鈺,ngoắc,鈺𢬣 ngoắc tay
𢫛,ngoặc,𨁪𢫛夾 dấu ngoặc kép
𠱓,ngoai,𢢯𠱓 nguôi ngoai
迯,ngoải,𥔲迯 ngắc ngoải
𨀑,ngoáy,"𨀑脽 ngoáy đuôi
𥄭𨀑 ngó ngoáy"
𠶃,ngoạm,"𠶃𥙩 ngoạm lấy
㹥𠶃𩩫 chó ngoạm xương"
𠰂,ngoẳn,𠽓𠰂 ngủn ngoẳn
𠰂,ngoẻn,𠰂𠰂 ngoen ngoẻn
𠰂,ngoen,"𠰂𠰂 ngoen ngoẻn
⇔𠰂ngoẻn"
𱒌,ngoảng,𱒌𱒌 ngoang ngoảng
𱒌,ngoang,"𱒌𱒌 ngoang ngoảng
⇔𱒌ngoảng"
弘,ngoằng,啷弘 loằng ngoằng
𥋓,ngoảnh,"𥋓徠 ngoảnh lại
𥋓𩈘 ngoảnh mặt"
𠲺,ngoáp,𠲺𠲺 ngoam ngoáp
𠲺,ngóp,𢶼𠲺 ngoi ngóp
𠲺,ngoam,"𠲺𠲺 ngoam ngoáp
⇔𠲺ngoáp"
𭨦,ngoắt,𭨦僥 ngoắt ngoéo
逧,ngóc,"逧𡿃 ngóc ngách
逧頭 ngóc đầu"
𣔣,ngộc,𣔣𪭄 ngộc nghệch
㧪,ngoe,"㧪𭡏 ngoe nguẩy
𢫸㧪 ngo ngoe
㧪脽 ngoe đuôi"
蛫,ngoé,蛫蛫 ngoe ngoé
蛫,ngoe,"蛫蛫 ngoe ngoé
⇔蛫ngoé"
㳉,ngoét,㐳㳉 ngót ngoét
𢶼,ngoi,"𢶼𠲺 ngoi ngóp
𢶼𧻭 ngoi dậy"
𤬪,ngói,"坧𤬪 gạch ngói
[翻]"
𩿺,ngói,𪀄𩿺 chim ngói
𦛽,ngỏm,𥿂𦛽 tom ngỏm
𤼔,ngợm,"𠊛𤼔 người ngợm
逆𤼔 nghịch ngợm"
𪐬,ngòn,"黰𪐬 đen ngòn
𧹻𪐬 đỏ ngòn
𪐬𦙴 ngòn chỏ"
𦰟,ngọn,"𦰟畑 ngọn đèn
𦰟𣘃 ngọn cây
𦰟源 ngọn nguồn"
𬢞,ngộn,𬢞𬢞 ngồn ngộn
𬢞,ngồn,"𬢞𬢞 ngồn ngộn
⇔𬢞ngộn"
𥍎,ngóng,𥍎矓 ngóng trông
𥍎,ngong,"𥍎𥍎 ngong ngóng
⇔𥍎ngóng"
隅,ngòng,隅蟯 ngòng ngoèo
𡅑,ngọng,"吶𡅑 nói ngọng
𡅑憢 ngọng nghịu"
顒,ngông,顒狂 ngông cuồng
茙,ngồng,茙茙 ngồng ngồng
𪄌,ngỗng,𪃛𪄌 ngan ngỗng
𥆹,ngớp,𥆹𥆹 ngơm ngớp
𥆹,ngơm,"𥆹𥆹 ngơm ngớp
⇔𥆹ngớp"
㐳,ngót,"㐳㳉 ngót ngoét
𱑛㐳 trứng ngót
㐳𠬠世紀 ngót một thế kỉ"
㐳,ngon,"㐳㐳 ngon ngót
⇔㐳ngót"
𦬂,ngót,"𫈨𦬂 ráy ngót
蔞𦬂 rau ngót"
兀,NGỘT,"突兀 đột ngột
[翻]"
𠯪,ngớt,"𠯪𢚷 ngớt giận
𠯪𩄎 ngớt mưa"
𠯪,ngơn,"𠯪𠯪 ngơn ngớt
⇔𠯪ngớt"
𬗙,ngù,𬗙㘈 ngù ngờ
魚,NGƯ,鮑魚 bào ngư
𣊘,ngừ,垠𣊘 ngần ngừ
俉,ngữ,俉𧘇𫜵咹之得 ngữ ấy làm ăn gì được
敔,ngữ,咹消固敔 ăn tiêu có ngữ
𤻭,ngứa,"𤻭𠵨 ngứa ngáy
𤻭蹎 ngứa chân
𤻭藝 ngứa nghề"
𭡏,nguây,𭡏𭡏 nguây nguẩy
𭡏,nguẩy,"𭡏𭡏 nguây nguẩy
𭡏頭辭挃 nguẩy đầu từ chối"
𭡏,ngoay,"𭡏𭡏 ngoay ngoảy
⇔𭡏ngoảy"
𭡏,ngoảy,"澿𭡏 ngấm ngoảy
⇔𭡏nguẩy"
𠰻,nguậy,午𠰻 ngọ nguậy
𠰻,ngoạy,"午𠰻 ngọ ngoạy
⇔𠰻nguậy"
㑋,ngúc,㑋𥔲 ngúc ngắc
哎,ngủi,"𠦯哎 ngắn ngủi
[翻]"
𬹯,ngửi,"𬹯𧡊 ngửi thấy
𭊪𬹯 hít ngửi
𬹯苿 ngửi mùi"
魏,NGUỴ,"阿魏 a nguỵ
𣱆魏 họ Nguỵ"
𥊜,nguýt,澿𥊜 ngấm nguýt
喁,ngụm,"𠬠喁渃 một ngụm nước
[翻]"
𤉘,ngún,"𤉘焒 ngún lửa
[翻]"
𤸒,ngúng,𤸒𭡏 ngúng nguẩy
𥈴,ngước,"𥈴眜 ngước mắt
𥈴𬨠 ngước lên"
𢢯,nguôi,"𢢯𠱓 nguôi ngoai
𢢯𢚷 nguôi giận"
𱐂,nguội,"𱐂冷 nguội lạnh
𩚵𱐂 cơm nguội
𠏲𱐂 thợ nguội"
𱐂,nguồi,"𱐂𱐂 nguồi nguội
⇔𱐂nguội"
崞,ngưởng,𡴯崞 ngất ngưởng
𩓛,ngụp,"𩓛𬺗 ngụp xuống
[翻]"
𩂁,ngút,"𡶀高𩂁 núi cao ngút
霓𩂁 nghi ngút
[翻]"
𤈡,ngụt,𤈡𤈡 ngùn ngụt
𤈡,ngùn,"𤈡𤈡 ngùn ngụt
⇔𤈡ngụt"
牛,NGƯU,"牛郎 ngưu lang
金牛 kim ngưu
𣇟牛 sao ngưu"
丫,NHA,丫鬟 nha hoàn
丫,a,丫鬟 a hoàn
芽,NHA,芽莊 Nha Trang
𠰹,nhả,"𠰹𫥨 nhả ra
𠰹𩝇 nhả mồi
𡂒𠰹 chớt nhả"
𤆹,nhá,𤆹濂 nhá nhem
㦡,nhác,"𭞣㦡 nhếch nhác
𬇣㦡 nháo nhác
𢙫㦡 nhớn nhác"
㦡,dác,
䁻,nhác,"䁻𧡊 nhác thấy
䁻矓 nhác trông"
𠯅,nhắc,"𠯅𢬨 nhắc nhở
𠯅徠 nhắc lại
𠯅𡀯𫇰𫜵之朱𢞂 nhắc chuyện cũ làm gì cho buồn"
啀,nhai,啀𩚵 nhai cơm
啀,nhài,"𢯦啀 lài nhài
⇔啀nhai"
涯,NHAI,"天涯 thiên nhai
生涯 sinh nhai
[翻]"
涯,nhải,"涯涯 nhai nhải
[翻]"
𦲒,nhài,花𦲒 hoa nhài
𦲒,lài,
爾,nhãi,爾囁 nhãi nhép
𠽬,nhại,"𠽬徠 nhại lại
𪀄𠽬 chim nhại
濔𠽬 nhễ nhại
𠽬𠳒𠊛恪 nhại lời người khác"
捱,nhay,捱捱 nhay nhay
𥅘,nháy,"𥅘眜 nháy mắt
扖𥅘 nhấp nháy"
𥅘,nhay,"𥅘𥅘 nhay nháy
⇔𥅘nháy"
𮛢,nhạy,"𮛢𤓩 nhạy bén
𮛢感 nhạy cảm
𮞊𮛢 nhanh nhạy"
徍,nhầy,"徍濡 nhầy nhụa
𠍣徍 bầy nhầy
[翻]"
岩,NHAM,"岩石 nham thạch
岩險 nham hiểm"
岩,ngồm,岩含 ngồm ngoàm
𩜠,nham,"咹𩜠 ăn nham
糮𩜠 lam nham"
𰪯,nhám,"紙𰪯 giấy nhám
𰪯𰪯 nham nhám
𰪯謲 nhám xàm"
𰪯,nham,"𰪯𰪯 nham nhám
⇔𰪯nhám"
𩸶,nhám,𩵜𩸶 cá nhám
𥄮,nhắm,"𥄮眜 nhắm mắt
[翻]"
𠲏,nhắm,𠲏𨢇 nhắm rượu
壬,NHÂM,"壬申 Nhâm Thân
壬辰 Nhâm Thìn"
𠿹,nhẩm,"𡀫𠿹 lẩm nhẩm
併𠿹 tính nhẩm"
𠰃,nhấm,齽𠰃 gặm nhấm
𠰃,nhồm,𠰃啱 nhồm nhàm
𠰃,nhuôm,𠰃𠰃 nhuôm nhuôm
雁,NHẠN,𪀄雁 chim nhạn
雁,nhàn,
仞,nhẳn,仞仞 nhăn nhẳn
仞,nhẩn,仞芽 nhẩn nha
仞,nhăn,"仞仞 nhăn nhẳn
⇔仞nhẳn"
仞,nhân,"仞仞 nhân nhẩn
⇔仞nhẩn"
𣼴,nhẵn,"歇𣼴 hết nhẵn
𣼴𣾶 nhẵn nhụi
𣼴𩈘 nhẵn mặt
𠫾𣼴塘 đi nhẵn đường"
𠽗,nhặn,雅𠽗 nhã nhặn
姻,NHÂN,"婚姻 hôn nhân
姻緣 nhân duyên"
𠯄,nhẫn,自𧘇𠯄𫢩 từ ấy nhẫn nay
爙,nhang,爙畑 nhang đèn
瓖,nhàng,"珥瓖 nhẹ nhàng
廊瓖 làng nhàng
[翻]"
芿,nhăng,榘芿 củ nhăng
𠲕,nhăng,掕𠲕 lăng nhăng
𦅯,nhẳng,𦅯𦅯 nhăng nhẳng
𦅯,nhăng,"𦅯𦅯 nhăng nhẳng
⇔𦅯nhẳng"
囔,nhắng,囔𱎰 nhắng nhít
嚷,nhằng,㖫嚷 lằng nhằng
𠯹,nhẵng,冗𠯹 nhũng nhẵng
𠯹,nhằng,"𠯹𠯹 nhằng nhẵng
⇔𠯹nhẵng"
蠅,nhặng,"𧋆蠅 ruồi nhặng
蠅𬽾 nhặng xị
𫜵蠅𬨠 làm nhặng lên"
椩,nhành,"椩𣘃 nhành cây
㨢𱠴椩花 nâng niu nhành hoa"
拎,nhạnh,抇拎 nhặt nhạnh
堯,nhao,吶堯堯 nói nhao nhao
𬇣,nháo,"八𬇣 bát nháo
𬇣𤄮 nháo nhào
𥇈𬇣 nhốn nháo
[翻]"
𬇣,dáo,
𤄮,nhào,"𤄮𪵅 nhào lộn
𨁟𤄮 ngã nhào"
𤃤,nhão,"𡐙𤃤 đất nhão
繌𤃤 mềm nhão
𤃤𥹽 nhão nhoét"
𠿱,nhạo,"𠿱謗 nhạo báng
𠶜𠿱 chế nhạo"
𡊠,nháp,"紙𡊠 giấy nháp
𣱿𡊠 nhớp nháp
[翻]"
𡊠,nham,"𡊠𡊠 nham nháp
⇔𡊠nháp"
扖,nhấp,"扖𠰘 nhấp miệng
扖𥅘 nhấp nháy
扖䠨 nhấp nhổm"
𡥌,nhắt,"𡥌𡥌 lắt nhắt
𤝞𡥌 chuột nhắt
[翻]"
𡥌,lắt,"𤝞𡥌 chuột lắt
⇔𡥌nhắt"
抇,nhặt,𠹌抇𬘋𣖾 năng nhặt chặt bị
橈,nhàu,"𣘃橈 cây nhàu
𬃻橈 trái nhàu"
𦈂,nhàu,"𡲫𦈂 vải nhàu
𦈂捏 nhàu nát
𧧷𦈂 càu nhàu
𦈂𦈂 nhàu nhàu"
洏,nhè,"哭洏 khóc nhè
洏𪥘󠄁𣈜 nhè cả ngày
洏頭𦓡打 nhè đầu mà đánh"
濔,nhễ,濔𠽬 nhễ nhại
𭞣,nhếch,"𭞣㦡 nhếch nhác
[翻]"
呥,nhẻm,呥𣲹濂 nhẻm nhèm nhem
呥,nhem,"呥呥 nhem nhẻm
⇔呥nhẻm"
𣲹,nhèm,"𠿳𣲹 lèm nhèm
入𣲹 nhập nhèm
[翻]"
𠇦,nhẹm,"𡨺𠇦 giữ nhẹm
掩𠇦 ém nhẹm"
𠇦,dẹm,"掩𠇦 ém dẹm
⇔𠇦nhẹm"
蝒,nhện,"𦁸蝒 mạng nhện
𡥵蝒 con nhện"
蝒,dện,
𤾱,nhênh,"𤽸𤾱 trắng nhênh
[翻]"
䁱,nheo,䁱眜 nheo mắt
鱙,nheo,𩵜鱙 cá nheo
𡅍,nhẻo,𡅍𡅍 nheo nhẻo
𡅍,nheo,"𡅍𡅍 nheo nhẻo
⇔𡅍nhẻo"
蕘,nhèo,䕯蕘 bèo nhèo
